index original filtered
160 0 0.0533395
161 0 0.0445693
162 0 0.0350249
163 0 0.0248404
164 0 0.0141607
165 0 0.00313985
166 0 -0.00806161
167 0 -0.0192784
168 0 -0.030343
169 0 -0.0410878
170 0 -0.0513479
171 0 -0.0609629
172 0 -0.0697796
173 0 -0.0776543
174 0 -0.0844547
175 0 -0.0900623
176 0 -0.0943738
177 0 -0.0973033
178 0 -0.0987834
179 0 -0.0987668
180 0 -0.0972267
181 0 -0.0941585
182 0 -0.0895791
183 0 -0.0835282
184 0 -0.0760671
185 0 -0.0672792
186 0 -0.0572685
187 0 -0.0461591
188 0 -0.0340936
189 0 -0.0212316
190 0 -0.00774781
191 0 0.00616992
192 0 0.0203231
193 0 0.0345049
194 0 0.0485029
195 0 0.0621019
196 0 0.0750868
197 0 0.0872453
198 0 0.0983714
199 0 0.108268
200 0 0.116749
201 0 0.123644
202 0 0.1288
203 0 0.132084
204 0 0.133384
205 0 0.132615
206 0 0.129716
207 0 0.124656
208 0 0.117432
209 0 0.108072
210 0 0.0966365
211 0 0.0832152
212 0 0.0679308
213 0 0.0509367
214 0 0.0324167
215 0 0.0125837
216 0 -0.00832143
217 0 -0.0300319
218 0 -0.0522573
219 0 -0.0746856
220 0 -0.0969863
221 0 -0.118813
222 0 -0.139808
223 0 -0.159604
224 0 -0.177827
225 0 -0.194104
226 0 -0.208062
227 0 -0.219335
228 0 -0.227568
229 0 -0.232417
230 0 -0.233557
231 0 -0.230685
232 0 -0.223521
233 0 -0.211813
234 0 -0.195341
235 0 -0.173917
236 0 -0.147388
237 0 -0.115643
238 0 -0.0786068
239 0 -0.0362469
240 0 0.0114272
241 0 0.0643635
242 0 0.122467
243 0 0.1856
244 0 0.253585
245 0 0.3262
246 0 0.403188
247 0 0.484253
248 0 0.569063
249 0 0.657256
250 0 0.74844
251 0 0.842196
252 0 0.938085
253 0 1.03565
254 0 1.13441
255 0 1.23389
256 2.56 1.33359
257 2.681 1.43302
258 2.64848 1.53171
259 2.5037 1.62915
260 2.43035 1.72488
261 2.5215 1.81844
262 2.6615 1.90939
263 2.67272 1.99732
264 2.54093 2.08184
265 2.43334 2.16259
266 2.48645 2.23923
267 2.63289 2.31149
268 2.68684 2.3791
269 2.57986 2.44184
